strain	region	country																				
France/IDF-HMN-22022280413/2022	Europe	France																				
France/IDF-HMN-22032010817/2022	Europe	France																				
France/IDF-HMN-22032030551/2022	Europe	France																				
France/IDF-HMN-22032070295/2022	Europe	France																				
France/IDF-HMN-22032070363/2022	Europe	France																				
France/IDF-HMN-22032070993/2022	Europe	France																				
France/IDF-HMN-22032080008/2022	Europe	France																				
France/IDF-HMN-22032080621/2022	Europe	France																				
France/IDF-HMN-22032080834/2022	Europe	France																				
France/IDF-IPP03482/2022	Europe	France																				
France/IDF-IPP04633/2022	Europe	France																				
France/IDF-HMN-22022180568/2022	Europe	France																				
France/IDF-HMN-22022180556/2022	Europe	France																				
France/IDF-HMN-22022160427/2022	Europe	France																				
France/IDF-HMN-22022160423/2022	Europe	France																				
France/IDF-HMN-22012210007/2022	Europe	France																				
France/IDF-HMN-22012220185/2022	Europe	France																				
France/IDF-HMN-22012240573/2022	Europe	France																				
France/IDF-HMN-22012240594/2022	Europe	France																				
France/IDF-HMN-22012240597/2022	Europe	France																				
France/IDF-HMN-22012240599/2022	Europe	France																				
France/IDF-HMN-22012260966/2022	Europe	France																				
France/IDF-IPP04634/2022	Europe	France																				
France/IDF-HMN-22012270932/2022	Europe	France																				
France/IDF-HMN-22012310972/2022	Europe	France																				
France/IDF-HMN-22012311084/2022	Europe	France																				
France/IDF-HMN-22012311199/2022	Europe	France																				
France/IDF-HMN-22022080726/2022	Europe	France																				
France/IDF-HMN-22022080728/2022	Europe	France																				
France/IDF-HMN-22022090884/2022	Europe	France																				
France/IDF-HMN-22022140034/2022	Europe	France																				
France/IDF-HMN-22012310149/2022	Europe	France																				
France/IDF-IPP07193/2022	Europe	France																				
France/IDF-IPP07432/2022	Europe	France																				
France/IDF-IPP07447/2022	Europe	France																				
France/IDF-IPP13508/2022	Europe	France																				
France/IDF-IPP13509/2022	Europe	France																				
France/IDF-IPP13510/2022	Europe	France																				
France/IDF-IPP13511/2022	Europe	France																				
France/IDF-IPP13513/2022	Europe	France																				
France/IDF-IPP13516/2022	Europe	France																				
France/IDF-IPP13912/2022	Europe	France																				
France/IDF-IPP13506/2022	Europe	France																				
France/IDF-IPP13914/2022	Europe	France																				
France/IDF-IPP13924/2022	Europe	France																				
France/IDF-IPP13925/2022	Europe	France																				
France/IDF-IPP14244/2022	Europe	France																				
France/IDF-IPP14251/2022	Europe	France																				
France/IDF-IPP14261/2022	Europe	France																				
France/IDF-IPP14283/2022	Europe	France																				
France/IDF-IPP14297/2022	Europe	France																				
France/IDF-IPP13917/2022	Europe	France																				
France/IDF-HMN-22012170597/2022	Europe	France																				
France/IDF-IPP13260/2022	Europe	France																				
France/IDF-IPP12929/2022	Europe	France																				
France/IDF-IPP08699/2022	Europe	France																				
France/IDF-IPP08726/2022	Europe	France																				
France/IDF-IPP08727/2022	Europe	France																				
France/IDF-IPP08728/2022	Europe	France																				
France/IDF-IPP09029/2022	Europe	France																				
France/IDF-IPP09199/2022	Europe	France																				
France/IDF-IPP09202/2022	Europe	France																				
France/IDF-IPP13050/2022	Europe	France																				
France/IDF-IPP09241/2022	Europe	France																				
France/IDF-IPP10100/2022	Europe	France																				
France/IDF-IPP10336/2022	Europe	France																				
France/IDF-IPP10443/2022	Europe	France																				
France/IDF-IPP11653/2022	Europe	France																				
France/IDF-IPP11933/2022	Europe	France																				
France/IDF-IPP11934/2022	Europe	France																				
France/IDF-IPP11949/2022	Europe	France																				
France/IDF-IPP09955/2022	Europe	France																				
France/IDF-HMN-22012120710/2022	Europe	France																				
France/IDF-HMN-22012100305/2022	Europe	France																				
France/IDF-HCL722001027401/2022	Europe	France																				
France/IDF-CERBAHC-02335384/2022	Europe	France																				
France/IDF-CERBAHC-02335933/2022	Europe	France																				
France/IDF-CERBAHC-02336405/2022	Europe	France																				
France/IDF-CERBAHC-02336412/2022	Europe	France																				
France/IDF-CERBAHC-02336492/2022	Europe	France																				
France/IDF-CERBAHC-02336856/2022	Europe	France																				
France/IDF-CERBAHC-02337908/2022	Europe	France																				
France/IDF-CERBAHC-02333708/2022	Europe	France																				
France/IDF-CERBAHC-02337917/2022	Europe	France																				
France/IDF-CERBAHC-02341473/2022	Europe	France																				
France/IDF-CERBAHC-02347403/2022	Europe	France																				
France/IDF-CERBAHC-02348434/2022	Europe	France																				
France/IDF-CERBAHC-02400423/2022	Europe	France																				
France/IDF-CERBAHC-02400439/2022	Europe	France																				
France/IDF-CERBAHC-02400471/2022	Europe	France																				
France/IDF-CERBAHC-02434184/2022	Europe	France																				
France/IDF-CERBAHC-02338005/2022	Europe	France																				
France/IDF-CERBAHC-02434316/2022	Europe	France																				
France/IDF-CERBAHC-02333579/2022	Europe	France																				
France/IDF-CERBAHC-02333335/2022	Europe	France																				
France/IDF-CERBAHC-02331309/2022	Europe	France																				
France/IDF-CERBAHC-02332285/2022	Europe	France																				
France/IDF-CERBAHC-02332330/2022	Europe	France																				
France/IDF-CERBAHC-02332460/2022	Europe	France																				
France/IDF-CERBAHC-02332553/2022	Europe	France																				
France/IDF-CERBAHC-02332575/2022	Europe	France																				
France/IDF-CERBAHC-02332636/2022	Europe	France																				
France/IDF-CERBAHC-02333348/2022	Europe	France																				
France/IDF-CERBAHC-02332749/2022	Europe	France																				
France/IDF-CERBAHC-02332895/2022	Europe	France																				
France/IDF-CERBAHC-02332989/2022	Europe	France																				
France/IDF-CERBAHC-02333016/2022	Europe	France																				
France/IDF-CERBAHC-02333167/2022	Europe	France																				
France/IDF-CERBAHC-02333190/2022	Europe	France																				
France/IDF-CERBAHC-02333269/2022	Europe	France																				
France/IDF-CERBAHC-02333308/2022	Europe	France																				
France/IDF-CERBAHC-02332795/2022	Europe	France																				
France/IDF-IPP14313/2022	Europe	France																				
France/IDF-CERBAHC-02434364/2022	Europe	France																				
France/IDF-CERBAHC-02435221/2022	Europe	France																				
France/IDF-CERBAHC-02437431/2022	Europe	France																				
France/IDF-CERBAHC-02437468/2022	Europe	France																				
France/IDF-CERBAHC-02437478/2022	Europe	France																				
France/IDF-CERBAHC-02437518/2022	Europe	France																				
France/IDF-CERBAHC-02437529/2022	Europe	France																				
France/IDF-CERBAHC-02437539/2022	Europe	France																				
France/IDF-CERBAHC-02437548/2022	Europe	France																				
France/IDF-CERBAHC-02437304/2022	Europe	France																				
France/IDF-CERBAHC-02437564/2022	Europe	France																				
France/IDF-CERBAHC-0247478/2022	Europe	France																				
