strain	region	country																				
Mexico/BCS_IBT_IMSS_6129/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-53-296/2022	North America	Mexico																				
Mexico/PUE_InDRE_FB7816_E21314191235_S11379/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-54-126/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-60-103/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-59-370/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-59-368/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-59-339/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-58-328/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-58-309/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-46/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-328/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-60-105/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-306/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-125/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-109/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-56-74/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-56-34/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-56-31/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-56-302/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-53-354/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-369/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-57-204/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-60-134/2022	North America	Mexico																				
Mexico/QUE_InDRE_FB9303_E_S11763/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-60-281/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-54-148/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-115/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-132/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-60-276/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-148/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-56-155/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-214/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-218/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-308/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-147/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-328/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-54-272/2022	North America	Mexico																				
Mexico/GRO-INMEGEN-53-145/2022	North America	Mexico																				
Mexico/COA_IBT_IMSS_5959/2022	North America	Mexico																				
Mexico/CMX_LANGEBIO_IMSS_5751/2022	North America	Mexico																				
Mexico/CMX_InDRE_FB9127_E09313979074_S11882/2022	North America	Mexico																				
Mexico/CMX_IBT_IMSS_6167/2022	North America	Mexico																				
Mexico/CMX-INMEGEN-55-327/2022	North America	Mexico																				
Mexico/CMX-VGM/2022	North America	Mexico																				
Moldova/Nr-6959/2022	Europe	Moldova																				
Moldova/Nr-6432/2022	Europe	Moldova																				
Moldova/Nr-6104/2022	Europe	Moldova																				
Moldova/Nr-5330/2022	Europe	Moldova																				
Moldova/Nr-4755/2022	Europe	Moldova																				
Moldova/Nr-3387/2022	Europe	Moldova																				
Moldova/Nr-12177/2022	Europe	Moldova																				
Moldova/Nr-12816/2022	Europe	Moldova																				
Moldova/Nr-10216/2022	Europe	Moldova																				
Moldova/E0016/2022	Europe	Moldova																				
Moldova/D0092/2022	Europe	Moldova																				
Moldova/Nr-8507/2022	Europe	Moldova																				
Moldova/Nr-12854/2022	Europe	Moldova																				
Moldova/Nr-9380/2022	Europe	Moldova																				
Moldova/E0064/2022	Europe	Moldova																				
Moldova/Nr-C1351/2022	Europe	Moldova																				
Morocco/256/2021	Africa	Morocco																				
Morocco/IPM20401712/2022	Africa	Morocco																				
Morocco/IPM20402115/2022	Africa	Morocco																				
Morocco/IPM20402120/2022	Africa	Morocco																				
Morocco/IPM20404450/2022	Africa	Morocco																				
Morocco/IPM20404451/2022	Africa	Morocco																				
Morocco/IPM20404452/2022	Africa	Morocco																				
Morocco/IPM20404453/2022	Africa	Morocco																				
Morocco/IPM20405118/2022	Africa	Morocco																				
Morocco/IPM20405120/2022	Africa	Morocco																				
Morocco/IPM20405121/2022	Africa	Morocco																				
Morocco/IPM20405835/2022	Africa	Morocco																				
Morocco/IPM20405837/2022	Africa	Morocco																				
Japan/IC-3813/2022	Asia	Japan																				
Japan/IC-3242/2022	Asia	Japan																				
Morocco/IPM20400733/2022	Africa	Morocco																				
Morocco/IPM20400732/2022	Africa	Morocco																				
Morocco/575/2022	Africa	Morocco																				
Morocco/IPM20400727/2022	Africa	Morocco																				
Morocco/533/2022	Africa	Morocco																				
Morocco/528/2022	Africa	Morocco																				
Morocco/534/2022	Africa	Morocco																				
Morocco/544/2022	Africa	Morocco																				
Morocco/532/2022	Africa	Morocco																				
Morocco/571/2022	Africa	Morocco																				
Morocco/582/2022	Africa	Morocco																				
Morocco/567/2022	Africa	Morocco																				
Morocco/586/2022	Africa	Morocco																				
Morocco/587/2022	Africa	Morocco																				
Morocco/592/2022	Africa	Morocco																				
Morocco/593/2022	Africa	Morocco																				
Morocco/597/2022	Africa	Morocco																				
Morocco/600/2022	Africa	Morocco																				
Morocco/605/2022	Africa	Morocco																				
Morocco/584/2022	Africa	Morocco																				
Morocco/IPM20400728/2022	Africa	Morocco																				
Mozambique/CERI-KRISP-K035190/2021	Africa	Mozambique																				
Mozambique/CERI-KRISP-K035327/2021	Africa	Mozambique																				
Mozambique/CERI-KRISP-K035334/2021	Africa	Mozambique																				
Mozambique/CERI-KRISP-K035336/2021	Africa	Mozambique																				
Mozambique/CERI-KRISP-K035343/2021	Africa	Mozambique																				
Mozambique/CERI-KRISP-K035369/2021	Africa	Mozambique																				
Namibia/N25947/2021	Africa	Namibia																				
Namibia/N25914/2021	Africa	Namibia																				
Nepal/NPHL-S-1089/2022	Asia	Nepal																				
Nepal/NPHL-S-1173/2022	Asia	Nepal																				
Netherlands/ZH-RIVM-82014/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87692/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87725/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87801/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-88164/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-88489/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-88512/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89394/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87285/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89407/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89415/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89450/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89458/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-89596/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-88517/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87104/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-87099/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-86825/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-83287/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-83299/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-83854/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84098/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84374/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84408/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84528/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84714/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-84717/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-85320/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-85330/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-85702/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-86228/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-86234/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-86758/2022	Europe	Netherlands																				
Netherlands/ZH-RIVM-75849/2021	Europe	Netherlands																				
Netherlands/ZH-RIVM-84376/2022	Europe	Netherlands																				
Netherlands/ZH-LUMC-1588/2022	Europe	Netherlands																				
Netherlands/DR-NMDL-01187/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-82849/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-83517/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-85274/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-85415/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-85436/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-85746/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-85750/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86137/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86190/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86196/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86429/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86442/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86561/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-86811/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-82834/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-87106/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-87711/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-88384/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-88397/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-88398/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-89556/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-89570/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-89663/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-89681/2022	Europe	Netherlands																				
Netherlands/NH-UMCG-MMB_4827/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210616/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210617/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210643/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210671/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210722/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-87241/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-82128/2021	Europe	Netherlands																				
Netherlands/NH-RIVM-81961/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-81875/2021	Europe	Netherlands																				
Netherlands/NB-RIVM-87520/2022	Europe	Netherlands																				
Netherlands/NB-RIVM-87547/2022	Europe	Netherlands																				
Netherlands/NB-RIVM-87558/2022	Europe	Netherlands																				
Netherlands/NB-RIVM-87583/2022	Europe	Netherlands																				
Netherlands/NB-RIVM-87898/2022	Europe	Netherlands																				
Netherlands/NB-SQD-00971/2022	Europe	Netherlands																				
Netherlands/NB-SQD-00987/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000128/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000138/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000244/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000254/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000312/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000342/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000370/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000428/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-000439/2022	Europe	Netherlands																				
Netherlands/NH-AUMC-003704/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-81649/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-81642/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-81390/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-80532/2021	Europe	Netherlands																				
Netherlands/NH-RIVM-80445/2021	Europe	Netherlands																				
Netherlands/NH-RIVM-78842/2021	Europe	Netherlands																				
Netherlands/NH-inBiome-210735/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-77317/2021	Europe	Netherlands																				
Netherlands/NH-RIVM-72291/2021	Europe	Netherlands																				
Netherlands/NH-AUMC-016069/2021	Europe	Netherlands																				
Netherlands/NH-AUMC-016042/2021	Europe	Netherlands																				
Netherlands/NH-AUMC-015470/2021	Europe	Netherlands																				
Netherlands/NH-AUMC-015404/2021	Europe	Netherlands																				
Netherlands/NH-AUMC-003714/2022	Europe	Netherlands																				
Netherlands/NH-RIVM-73177/2021	Europe	Netherlands																				
Netherlands/NH-inBiome-210750/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210757/2022	Europe	Netherlands																				
Netherlands/NH-inBiome-210768/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-87262/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-87438/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-87809/2022	Europe	Netherlands																				
Netherlands/ZH-LUMC-1652/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88639/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88695/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88698/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88746/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88793/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88804/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88887/2022	Europe	Netherlands																				
Netherlands/UT-RIVM-88898/2022	Europe	Netherlands																				
Netherlands/ZE-MVD-CWGS2200883/2022	Europe	Netherlands																				
Netherlands/ZE-MVD-CWGS2200895/2022	Europe	Netherlands																				
Netherlands/ZE-MVD-CWGS2200896/2022	Europe	Netherlands																				
Netherlands/ZE-RIVM-89780/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-4541/2021	Europe	Netherlands																				
Netherlands/ZH-EMC-5170/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-5152/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-5146/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-5134/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-5101/2022	Europe	Netherlands																				
Netherlands/ZH-EMC-5076/2022	Europe	Netherlands																				
